date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,wind_speed_10m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,rain_sum,precipitation_sum,pressure_msl_mean,cloud_cover_mean
2015-01-01 00:00:00+00:00,30.328714,27.271158,26.12222,6.3048997,94.619385,100.0,,1.9569693,1012.503,53.119423
2015-01-02 00:00:00+00:00,29.03627,26.970345,25.263987,5.8508167,98.50079,100.0,,4.8754244,1012.20264,35.879932
2015-01-03 00:00:00+00:00,32.04941,27.516327,23.344398,5.3984594,83.27919,100.0,,0.0,1012.1064,22.48424
2015-01-04 00:00:00+00:00,32.712555,26.162306,21.074816,5.845865,62.057587,94.00149,,0.0,1012.4101,54.088554
2015-01-05 00:00:00+00:00,32.225697,25.558289,21.405233,6.2929125,50.835976,72.82031,,0.0,1014.01385,64.69286
2015-01-06 00:00:00+00:00,31.688837,24.50427,20.13565,5.840992,38.61438,51.639137,,0.0,1014.5176,23.297169
2015-01-07 00:00:00+00:00,32.20198,25.100248,20.566065,6.2877054,39.39277,56.457954,,0.0,1013.4214,12.90148
2015-01-08 00:00:00+00:00,32.86512,25.44623,19.446486,6.285133,47.171173,68.27677,,0.0,1012.92505,12.505787
2015-01-09 00:00:00+00:00,32.97826,25.942213,19.226898,5.833823,54.94957,86.0956,,0.0,1013.2288,12.110098
2015-01-10 00:00:00+00:00,33.391403,26.788193,21.657316,5.3828974,69.72797,92.91443,,0.0,1013.43256,11.714407
2015-01-11 00:00:00+00:00,34.554546,27.184175,21.737734,5.380743,68.50636,98.73325,,0.0,1011.9363,11.318714
2015-01-12 00:00:00+00:00,34.16769,27.080156,22.01815,5.8268213,71.28476,100.0,,0.0,1012.24,10.923025
2015-01-13 00:00:00+00:00,33.23083,27.176136,22.698566,6.272564,81.063156,100.0,,0.0,1013.14374,10.527332
2015-01-14 00:00:00+00:00,33.99397,27.472118,22.728983,5.8222427,64.84155,97.18972,,0.0,1013.4475,10.131641
2015-01-15 00:00:00+00:00,34.25711,26.168102,20.659399,6.26767,41.61995,67.008545,,0.0,1013.65125,9.73595
2015-01-16 00:00:00+00:00,34.42025,26.464085,20.539818,6.71277,39.398346,55.82737,,0.0,1013.75494,9.340258
2015-01-17 00:00:00+00:00,34.983395,26.710064,20.220234,6.2628508,41.17675,53.646187,,0.0,1013.0586,8.944565
2015-01-18 00:00:00+00:00,35.146534,27.056044,20.750648,6.7076435,39.95514,52.46501,,0.0,1012.0623,31.548878
2015-01-19 00:00:00+00:00,34.95968,27.252026,21.281065,6.7051105,40.733536,55.283836,,0.0,1012.26605,8.153187
2015-01-20 00:00:00+00:00,34.972816,27.09801,20.311483,6.2557564,50.51194,76.10266,,0.0,1012.4699,7.757492
2015-01-21 00:00:00+00:00,35.635963,27.94399,21.891901,5.8067527,61.29033,82.921486,,0.0,1012.17365,7.361801
2015-01-22 00:00:00+00:00,35.799103,28.43997,22.722315,6.251114,66.068726,88.7403,,0.0,1011.07733,48.96611
2015-01-23 00:00:00+00:00,35.26224,28.585953,23.902735,6.6951632,75.84712,98.55913,,0.0,1011.1811,42.57042
2015-01-24 00:00:00+00:00,35.575386,28.881931,24.78315,6.6927214,77.62553,99.377945,,0.092960216,1011.0848,53.17473
2015-01-25 00:00:00+00:00,33.788525,28.327915,25.963566,7.582339,82.403915,97.19678,,1.4765812,1012.1886,50.77904
2015-01-26 00:00:00+00:00,35.301666,28.873896,24.843985,6.687892,80.18232,100.0,,0.0,1012.7923,26.383347
2015-01-27 00:00:00+00:00,35.91481,29.269876,24.9744,6.2398033,74.96072,99.83443,,0.0,1012.596,7.9876556
2015-01-28 00:00:00+00:00,36.17795,29.215858,24.604816,6.2375913,71.73911,98.653244,,0.0,1011.6998,4.5919647
2015-01-29 00:00:00+00:00,36.041092,29.06184,24.58523,6.6807795,72.51752,97.47207,,0.0,1011.7035,4.196274
2015-01-30 00:00:00+00:00,36.404236,29.357819,24.76565,5.787984,68.2959,97.29089,,0.0,1011.8073,3.800579
2015-01-31 00:00:00+00:00,36.46738,29.553802,24.646065,6.6761227,70.07431,95.10972,,0.0,1011.71094,6.404892
2015-02-01 00:00:00+00:00,35.080517,28.949781,25.676485,8.008583,77.85271,93.92854,,0.6186496,1011.3147,27.009201
2015-02-02 00:00:00+00:00,28.943657,26.645765,25.1569,6.6715326,94.6311,100.0,,4.13196,1011.3184,50.61351
2015-02-03 00:00:00+00:00,32.756805,27.991743,24.987318,7.5584965,87.40949,100.0,,0.17493734,1010.6222,64.21782
2015-02-04 00:00:00+00:00,31.919939,27.637726,25.817734,8.000407,89.18789,99.38501,,2.5241964,1010.02594,80.82213
2015-02-05 00:00:00+00:00,30.18308,27.183706,25.39815,7.997721,92.966286,100.0,,0.9529379,1010.1297,79.42644
2015-02-06 00:00:00+00:00,31.996225,26.82969,25.328568,7.106715,93.74469,100.0,,5.4328737,1011.23346,92.03075
2015-02-07 00:00:00+00:00,32.909367,27.775673,24.758982,5.772292,86.52309,100.0,,0.2575694,1009.93713,66.635056
2015-02-08 00:00:00+00:00,34.87251,28.571651,24.1894,5.770392,65.30148,100.0,,0.0,1008.9408,26.239365
2015-02-09 00:00:00+00:00,36.23565,28.817633,23.519815,5.7685056,59.079887,93.47913,,0.0,1008.8446,19.84367
2015-02-10 00:00:00+00:00,36.598793,29.363613,24.300234,6.2102194,66.85828,96.29796,,0.0,1009.3484,45.44798
2015-02-11 00:00:00+00:00,37.411934,29.759594,24.48065,6.65166,64.63667,91.116776,,0.0,1009.452,0.0
2015-02-12 00:00:00+00:00,36.675076,29.905575,25.21107,7.092829,67.41507,87.9356,,0.08415597,1009.75574,0.65660095
2015-02-13 00:00:00+00:00,36.488216,29.60156,26.191484,7.0905704,71.19347,88.754425,,0.08385068,1010.2595,0.2609024
2015-02-14 00:00:00+00:00,37.751358,30.14754,25.7219,6.645307,62.97187,90.57326,,0.0,1009.96326,0.0
2015-02-15 00:00:00+00:00,37.7145,29.843521,25.852318,7.528981,70.75026,94.39207,,0.33308128,1009.867,4.4695206
2015-02-16 00:00:00+00:00,32.627644,28.2895,25.182735,7.5266304,85.528656,100.0,,1.8258739,1010.4707,59.07383
2015-02-17 00:00:00+00:00,30.640783,27.28548,25.813148,7.0816884,90.30706,100.0,,4.1363516,1010.3744,91.67815
2015-02-18 00:00:00+00:00,31.603918,27.481462,25.143568,7.0795045,88.08546,100.0,,0.6597455,1009.6782,82.282455
2015-02-19 00:00:00+00:00,29.717066,26.927444,25.173983,7.51967,91.863846,100.0,,2.6309557,1008.9819,85.88676
2015-02-20 00:00:00+00:00,30.880205,27.423426,25.1544,7.959581,89.64224,100.0,,0.9836901,1008.98566,50.491074
2015-02-21 00:00:00+00:00,30.093348,27.26941,25.034815,7.5151076,90.42065,100.0,,2.7791023,1009.0894,18.095379
2015-02-22 00:00:00+00:00,29.40649,26.965391,24.965233,8.396714,91.199036,100.0,,2.282263,1009.3931,63.699684
2015-02-23 00:00:00+00:00,31.219633,27.261372,25.495651,8.394207,89.97744,100.0,,1.9508921,1009.8969,63.303997
2015-02-24 00:00:00+00:00,28.132769,26.307354,25.026066,6.18337,93.75584,100.0,,0.6485705,1011.3006,83.90831
2015-02-25 00:00:00+00:00,30.995913,26.453333,25.256485,6.623086,94.53423,100.0,,10.0268345,1011.3044,87.51262
2015-02-26 00:00:00+00:00,31.159052,27.299314,24.5369,6.179735,84.31263,100.0,,0.24197309,1010.3081,85.11693
2015-02-27 00:00:00+00:00,33.2222,28.095295,24.517317,7.0604987,77.091034,97.217964,,0.0,1009.71185,69.72123
2015-02-28 00:00:00+00:00,34.085342,28.241278,24.797733,8.381917,78.86943,96.03678,,0.32106623,1009.2156,54.32554
2015-03-01 00:00:00+00:00,32.848484,28.387257,25.82815,10.143613,80.64782,97.85561,,0.0,1009.91925,52.929848
2015-03-02 00:00:00+00:00,32.81162,28.583239,25.808567,9.699814,78.42622,95.67442,,0.0,1009.5231,42.53416
2015-03-03 00:00:00+00:00,31.824766,28.72922,26.088984,9.697059,78.20462,93.49325,,0.0,1008.52673,55.138466
2015-03-04 00:00:00+00:00,32.431297,28.27505,26.475773,8.805583,82.14478,95.43336,,1.2896026,1008.1281,81.87225
2015-03-05 00:00:00+00:00,32.08689,28.070856,26.16347,8.354878,83.10808,96.39079,,0.6529388,1007.9291,55.624535
2015-03-06 00:00:00+00:00,33.24248,28.116661,25.651167,8.783648,85.07136,100.0,,3.3047187,1008.53,62.376823
2015-03-07 00:00:00+00:00,31.348074,27.262468,25.638866,7.4567947,91.034645,100.0,,8.27664,1009.431,83.129105
2015-03-08 00:00:00+00:00,29.603664,26.858274,25.226564,6.5713224,91.99794,100.0,,2.1142771,1009.1321,86.88139
2015-03-09 00:00:00+00:00,31.509256,26.85408,25.414263,6.56313,93.96121,100.0,,16.335154,1008.2329,83.633675
2015-03-10 00:00:00+00:00,30.464846,26.799889,25.15196,6.9919443,92.92451,100.0,,4.755442,1007.83405,81.38596
2015-03-11 00:00:00+00:00,29.720442,26.795696,25.03966,7.85613,87.887794,100.0,,0.0,1008.435,68.138245
2015-03-12 00:00:00+00:00,32.626034,27.491503,24.527355,7.846333,82.851074,97.09283,,2.2073836,1008.7359,63.89053
2015-03-13 00:00:00+00:00,26.581623,25.63731,24.615057,6.0950937,97.81437,100.0,,15.340772,1009.4369,78.64282
2015-03-14 00:00:00+00:00,33.137215,28.08311,24.802753,6.087492,79.77764,100.0,,0.0,1010.1379,77.395096
2015-03-15 00:00:00+00:00,34.242805,28.678919,24.240454,5.6456213,71.74094,96.965126,,0.0,1010.1389,24.147385
2015-03-16 00:00:00+00:00,33.9484,28.174726,23.97815,5.638579,73.704216,100.0,,0.0,1008.9399,31.899673
2015-03-17 00:00:00+00:00,33.65399,28.220533,24.515848,7.797524,76.6675,92.88,,0.09263748,1008.74084,50.651955
2015-03-18 00:00:00+00:00,35.009583,29.11634,25.003548,7.355141,74.6308,92.837425,,0.0,1008.84186,30.404236
2015-03-19 00:00:00+00:00,34.61517,28.662146,25.591244,7.778079,79.59407,93.79486,,1.9799803,1009.34283,5.156521
2015-03-20 00:00:00+00:00,30.470762,27.307953,25.578941,7.3367987,87.55736,97.7523,,2.3772597,1009.84375,61.908813
2015-03-21 00:00:00+00:00,32.076355,27.303757,25.166641,6.8966055,87.520645,99.70973,,3.7394872,1009.1447,60.661095
2015-03-22 00:00:00+00:00,32.831947,27.999567,24.904337,7.3184986,83.48393,100.0,,1.6433344,1007.9458,16.413383
2015-03-23 00:00:00+00:00,30.337538,27.74537,25.442036,8.16929,84.44721,97.62459,,0.292314,1007.74677,72.165665
2015-03-24 00:00:00+00:00,29.69313,27.241179,25.379736,7.3002405,87.4105,98.58203,,2.062164,1009.04767,60.917946
2015-03-25 00:00:00+00:00,31.74872,27.536985,24.867434,8.148907,86.37379,100.0,,0.5936873,1009.6487,59.670235
2015-03-26 00:00:00+00:00,30.354311,26.932793,25.555132,7.71038,89.33707,97.4969,,3.489044,1010.34973,79.422516
2015-03-27 00:00:00+00:00,28.459904,26.078598,24.99283,6.8451138,94.300354,100.0,,8.03326,1010.15063,73.174805
2015-03-28 00:00:00+00:00,29.765497,26.624405,24.880526,7.691137,90.26364,100.0,,3.84311,1010.85156,74.927086
2015-03-29 00:00:00+00:00,31.371088,27.120209,25.018229,6.828029,89.22693,99.369194,,3.3608308,1011.15265,58.679367
2015-03-30 00:00:00+00:00,30.826677,27.216019,24.655926,7.24572,87.190216,100.0,,1.8457664,1011.35364,59.431652
2015-03-31 00:00:00+00:00,32.282272,27.211824,24.693623,7.236671,87.1535,100.0,,7.948889,1010.7546,38.183933
2015-04-01 00:00:00+00:00,30.787859,27.25763,24.931322,7.652785,87.11678,99.2415,,3.7408605,1009.8555,55.936226
2015-04-02 00:00:00+00:00,31.443449,27.603436,25.16902,8.492473,85.08006,99.19894,,0.6275051,1009.1566,36.688507
2015-04-03 00:00:00+00:00,31.199043,27.649244,25.056715,8.05777,84.04336,97.156364,,0.21049336,1008.7575,44.440796
2015-04-04 00:00:00+00:00,32.554638,27.845049,24.544416,8.047701,82.00664,96.11379,,3.706515,1008.6585,32.193077
2015-04-05 00:00:00+00:00,31.660227,26.990856,25.282114,7.614611,90.969925,98.071236,,15.555664,1008.7594,47.94536
2015-04-06 00:00:00+00:00,32.56582,27.336662,25.269812,8.0276,87.93321,97.02866,,8.3602295,1008.46045,69.69764
2015-04-07 00:00:00+00:00,32.171413,28.03247,24.95751,8.86152,81.8965,96.9861,,0.21562202,1008.16144,72.44993
2015-04-08 00:00:00+00:00,30.277,26.678274,25.195211,7.5860944,91.85978,98.94353,,6.614323,1008.6624,80.202225
2015-04-09 00:00:00+00:00,30.682596,27.024084,25.182905,7.9975333,88.82307,96.90096,,10.250147,1009.3634,75.954506
2015-04-10 00:00:00+00:00,32.438187,26.969889,24.820606,6.3059483,90.786354,98.8584,,13.706118,1009.7643,71.70679
2015-04-11 00:00:00+00:00,29.143778,26.715696,25.258305,7.137805,91.74963,98.815834,,5.7327995,1009.8653,75.45907
2015-04-12 00:00:00+00:00,33.049374,27.311502,25.096,7.548226,89.71292,98.77327,,6.650153,1009.4664,79.21136
2015-04-13 00:00:00+00:00,30.804964,27.707308,25.3337,7.957607,85.67621,98.730705,,0.8913463,1009.8673,78.96364
2015-04-14 00:00:00+00:00,31.910555,27.403114,25.3214,7.529356,88.639496,98.68813,,3.3598044,1010.06824,77.71593
2015-04-15 00:00:00+00:00,32.91615,28.698921,25.609097,7.937712,81.60278,97.64557,,0.0,1010.16925,50.46821
