date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,wind_speed_10m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,rain_sum,precipitation_sum,pressure_msl_mean,cloud_cover_mean
2015-01-01 00:00:00+00:00,32.353462,27.433058,25.243279,5.8162885,84.61814,,,2.5423212,,17.045666
2015-01-02 00:00:00+00:00,32.1849,27.372852,24.890274,4.7571287,85.69182,,,2.574475,,42.01655
2015-01-03 00:00:00+00:00,36.064816,29.05916,25.132492,5.284635,68.770546,,,0.47257808,,39.918945
2015-01-04 00:00:00+00:00,33.744736,28.29547,24.424713,7.925367,70.84928,,,0.21402322,,23.821346
2015-01-05 00:00:00+00:00,34.424652,28.631777,24.066933,8.45205,68.928,,,0.32688951,,0.0
2015-01-06 00:00:00+00:00,32.404568,27.818087,24.709152,7.394087,74.00673,,,0.7761138,,17.626144
2015-01-07 00:00:00+00:00,34.484478,28.404394,24.151373,8.448732,69.08546,,,0.6200898,,15.528542
2015-01-08 00:00:00+00:00,34.114395,28.540705,25.593594,8.447092,69.16419,,,0.11457503,,63.43094
2015-01-09 00:00:00+00:00,32.29431,27.477016,24.985813,7.9176235,73.24292,,,0.0,,53.333336
2015-01-10 00:00:00+00:00,33.07423,28.513323,24.678032,6.8606277,70.321655,,,0.8859467,,16.235737
2015-01-11 00:00:00+00:00,34.454144,28.599632,24.920254,7.386965,72.400375,,,1.3782549,,16.13813
2015-01-12 00:00:00+00:00,32.934063,28.13594,24.862474,6.33049,74.4791,,,1.5191998,,15.040535
2015-01-13 00:00:00+00:00,35.413975,29.022247,24.954695,7.384189,68.55783,,,0.123190455,,16.942928
2015-01-14 00:00:00+00:00,34.64389,28.608557,24.046915,7.9101586,69.636566,,,0.124812625,,8.845325
2015-01-15 00:00:00+00:00,35.273808,29.44487,26.189133,6.3269596,64.715294,,,0.12640342,,38.747726
2015-01-16 00:00:00+00:00,35.85372,29.381178,23.981354,7.907248,65.79402,,,0.06398187,,28.65012
2015-01-17 00:00:00+00:00,36.283638,29.417486,23.723574,7.378755,60.872757,,,0.0,,7.5525208
2015-01-18 00:00:00+00:00,35.213554,28.553795,22.615793,6.850461,62.951477,,,0.065498225,,0.0
2015-01-19 00:00:00+00:00,35.393475,28.840107,22.808012,6.849231,61.030212,,,0.0,,0.0
2015-01-20 00:00:00+00:00,36.12339,28.976414,23.750233,5.79447,59.10894,,,0.0,,1.259716
2015-01-21 00:00:00+00:00,37.053303,29.062725,22.992453,6.8467975,49.187668,,,0.0,,0.0
2015-01-22 00:00:00+00:00,35.483215,27.799032,21.934671,7.8987613,44.266396,,,0.0,,42.064514
2015-01-23 00:00:00+00:00,35.613136,27.68534,21.276894,6.3179054,50.34513,,,0.0,,50.966904
2015-01-24 00:00:00+00:00,35.59305,27.471645,20.369116,8.422411,37.42386,,,0.0,,0.86930466
2015-01-25 00:00:00+00:00,34.372967,25.657959,17.661335,7.894651,27.502586,,,0.0,,0.0
2015-01-26 00:00:00+00:00,34.80288,25.644266,16.703554,6.840858,29.581314,,,0.0,,0.0
2015-01-27 00:00:00+00:00,34.832798,25.980577,16.345774,7.3658266,36.66004,,,0.0,,0.0
2015-01-28 00:00:00+00:00,35.212715,27.466887,20.387993,6.3124995,55.73877,,,0.0,,32.478897
2015-01-29 00:00:00+00:00,35.29263,28.603195,22.680212,6.8373933,63.817505,,,0.072914965,,0.0
2015-01-30 00:00:00+00:00,35.872543,29.139502,24.072433,7.36212,64.896225,,,0.22056271,,26.283691
2015-01-31 00:00:00+00:00,34.352463,28.675814,24.264652,7.8866806,67.97496,,,0.37058344,,41.18609
2015-02-01 00:00:00+00:00,35.082375,29.16212,25.306875,7.8853836,67.053696,,,0.07470258,,25.088493
2015-02-02 00:00:00+00:00,36.81229,29.948431,24.399096,4.7304573,62.132416,,,0.15055765,,0.0
2015-02-03 00:00:00+00:00,36.592213,29.934738,24.691315,6.306253,63.21115,,,0.22753696,,0.0
2015-02-04 00:00:00+00:00,35.07213,29.471046,26.183537,7.3561087,66.28988,,,0.22920993,,23.795685
2015-02-05 00:00:00+00:00,35.25204,29.607355,25.025753,8.405636,65.36861,,,0.38475996,,33.698086
2015-02-06 00:00:00+00:00,33.53196,28.943666,26.867973,7.8790298,67.447334,,,0.077491924,,55.60048
2015-02-07 00:00:00+00:00,35.811874,29.629976,25.310194,8.40297,66.52607,,,0.31209326,,18.50288
2015-02-08 00:00:00+00:00,33.941788,28.716286,26.002413,8.926754,71.60479,,,0.31418553,,25.405281
2015-02-09 00:00:00+00:00,35.121704,29.352594,24.944633,8.925361,69.683525,,,0.31624517,,13.307674
2015-02-10 00:00:00+00:00,34.151615,29.288902,26.586853,8.923978,69.76225,,,0.07956825,,26.210075
2015-02-11 00:00:00+00:00,34.98154,29.625208,25.029076,8.922602,70.84098,,,0.40033713,,30.112473
2015-02-12 00:00:00+00:00,35.31145,30.41152,28.371296,9.970793,67.91971,,,1.3695033,,79.01487
2015-02-13 00:00:00+00:00,36.841366,30.79783,27.113514,8.919881,67.998436,,,0.56730217,,49.917267
2015-02-14 00:00:00+00:00,35.07128,29.584137,26.255735,7.3446736,76.07717,,,2.6086426,,13.819664
2015-02-15 00:00:00+00:00,34.301197,29.070444,26.897955,7.868112,80.1559,,,2.4596968,,43.72206
2015-02-16 00:00:00+00:00,35.131115,29.656754,26.540173,7.8669376,76.23463,,,0.8245277,,14.624458
2015-02-17 00:00:00+00:00,35.51103,29.593063,26.732393,8.91454,74.31336,,,1.7410858,,19.526855
2015-02-18 00:00:00+00:00,35.740944,29.479374,25.174618,8.38892,70.39209,,,1.7505242,,54.429256
2015-02-19 00:00:00+00:00,35.070866,28.915684,26.066835,8.387692,77.47081,,,1.4246215,,23.331654
2015-02-20 00:00:00+00:00,34.850777,29.101992,25.909056,8.910626,76.549545,,,1.4320438,,27.234055
2015-02-21 00:00:00+00:00,35.280697,29.2383,26.401276,9.433414,75.62827,,,2.1167064,,18.136452
2015-02-22 00:00:00+00:00,33.510612,28.97461,27.493494,9.432059,76.70699,,,3.0633318,,59.038853
2015-02-23 00:00:00+00:00,31.440523,28.26092,27.085714,6.8110704,82.78573,,,4.446567,,66.94125
