date,temperature_2m_max,temperature_2m_mean,temperature_2m_min,wind_speed_10m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,rain_sum,precipitation_sum,pressure_msl_mean,cloud_cover_mean
2015-01-01 00:00:00+00:00,33.309246,27.579527,23.986027,5.6235495,81.65213,100.0,,0.04668058,1010.41205,
2015-01-02 00:00:00+00:00,33.457413,27.374687,22.584543,5.2486777,88.62602,100.0,,0.236339,1010.00696,
2015-01-03 00:00:00+00:00,33.49776,28.158613,24.020412,5.99192,83.59363,100.0,,0.4317631,1010.1061,
2015-01-04 00:00:00+00:00,33.288113,28.642538,25.856285,6.3595004,84.56123,100.0,,0.8271826,1010.0052,
2015-01-05 00:00:00+00:00,31.678463,28.426462,26.642155,6.3526487,85.528824,98.339615,,0.4932116,1009.6043,
2015-01-06 00:00:00+00:00,31.36881,27.760387,25.778027,7.4657197,83.49644,96.30014,,0.3497528,1009.30334,
2015-01-07 00:00:00+00:00,32.20916,28.394312,25.813896,6.339136,81.464035,97.26067,,0.20235705,1008.8024,
2015-01-08 00:00:00+00:00,30.79951,27.928238,26.54977,7.077467,87.43164,98.22119,,1.1775011,1009.8016,
2015-01-09 00:00:00+00:00,30.939857,27.762165,25.735638,6.325866,87.39925,98.181725,,0.93212616,1010.4007,
2015-01-10 00:00:00+00:00,30.230207,27.546093,26.02151,8.177945,87.36685,97.14225,,0.47121534,1010.59973,
2015-01-11 00:00:00+00:00,30.47056,27.730017,26.507381,6.6841774,87.33444,97.10278,,1.7461556,1010.4989,
2015-01-12 00:00:00+00:00,32.21091,28.163942,25.94325,5.1935115,82.30205,98.06332,,0.5345508,1010.698,
2015-01-13 00:00:00+00:00,31.601261,27.847866,25.529121,6.6706257,86.269646,98.02383,,1.0256524,1010.89703,
2015-01-14 00:00:00+00:00,31.64161,27.931791,25.614994,6.2937217,88.23726,98.98436,,2.3432539,1011.3962,
2015-01-15 00:00:00+00:00,31.881958,27.26572,24.200865,5.9176116,72.20486,99.94489,,2.8596528,1011.59534,
2015-01-16 00:00:00+00:00,32.82231,25.949646,21.936737,3.6948574,62.172455,86.90541,,0.0,1011.89435,
2015-01-17 00:00:00+00:00,32.66266,25.583572,19.422606,4.7986116,72.14007,91.86594,,0.0,1011.49335,
2015-01-18 00:00:00+00:00,33.753006,27.417498,22.508478,5.162716,74.107666,97.82648,,0.11282917,1010.7925,
2015-01-19 00:00:00+00:00,31.44336,27.501423,24.744347,4.789328,85.075264,97.787,,0.73924017,1011.1916,
2015-01-20 00:00:00+00:00,31.833708,27.985346,25.83022,6.256977,80.04287,96.74752,,0.5730354,1011.8907,
2015-01-21 00:00:00+00:00,31.424059,27.819275,25.76609,6.986454,74.01047,87.70805,,1.5587567,1011.38983,
2015-01-22 00:00:00+00:00,30.814405,27.653198,25.851961,7.7145944,77.97807,87.66858,,1.3374406,1010.889,
2015-01-23 00:00:00+00:00,32.404762,28.137125,25.837833,6.6063275,75.94568,90.629105,,0.9954774,1011.38806,
2015-01-24 00:00:00+00:00,31.045103,27.62105,25.673704,8.066908,78.91328,88.58963,,2.7709217,1012.6871,
2015-01-25 00:00:00+00:00,32.48546,27.804976,24.009571,6.960459,75.88088,88.55016,,0.35606876,1012.1863,
2015-01-26 00:00:00+00:00,31.125805,28.1389,26.695446,6.5880914,80.84848,91.51068,,0.9555978,1012.48535,
2015-01-27 00:00:00+00:00,32.366158,27.822828,25.231316,8.044807,78.816086,94.471214,,0.72115535,1012.5845,
2015-01-28 00:00:00+00:00,33.106506,28.256754,25.317186,8.402907,74.78369,95.43174,,0.54413396,1012.5835,
2015-01-29 00:00:00+00:00,33.04686,28.040678,25.253056,8.395395,76.75129,94.39227,,1.2771007,1012.3826,
2015-01-30 00:00:00+00:00,31.837206,27.974604,25.988928,8.023256,78.71889,93.3528,,0.85626084,1010.8818,
2015-01-31 00:00:00+00:00,34.027557,28.658531,24.974798,7.651817,73.68649,93.31333,,0.49200884,1009.8808,
2015-02-01 00:00:00+00:00,33.31791,29.042454,26.31067,7.2810745,75.6541,93.27385,,0.43283388,1009.67993,
2015-02-02 00:00:00+00:00,33.658257,29.176382,26.59654,6.1835427,77.621704,94.23438,,1.4918073,1008.679,
2015-02-03 00:00:00+00:00,33.548607,29.210306,26.482412,7.2684884,73.58931,92.19491,,1.187063,1008.77814,
2015-02-04 00:00:00+00:00,34.038956,29.444231,26.718285,10.530294,78.5569,92.15543,,2.1348171,1008.87726,
2015-02-05 00:00:00+00:00,33.329308,29.378157,27.254154,7.6189103,78.524506,93.11597,,1.8297272,1008.7763,
